Commodity_Name,Commodity_Code,Pesticide_Name,MRL_Value,Flag_Po_Fat,Year_Legal_CAC,Full_Notes,Year_Science_JMPR,Flag_Status,Is_LOD,Commodity_ID,Pesticide_ID,crop_id_mapping,crop_name_mapping,crop_reasoning,pesticide_id_mapping,pesticide_name_mapping,pesticide_reasoning
Leek,VA 0384,Dithiocarbamates,0.5,,1999.0,,1995,,False,,105.0,65,LEEK,השם 'Leek' תואם בדיוק לערך 'לוף (כרתי/כרש/כרשה)' ברשימת הייחוס באנגלית. אין שמות דומים נוספים ולכן זו התאמה חד-משמעית.,92,DITHIOCARBAMATES,"'Dithiocarbamates' מופיע ברשימת חומרי ההדברה (ID 92), לכן בוצעה התאמה מדויקת."
"Onion, bulb",VA 0385,Clethodim,0.5,,2003.0,[CCPR: Recommended for withdrawal],1997,,False,,187.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",51,CLETHODIM,Clethodim הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 51).
"Onion, bulb",VA 0385,Pyraclostrobin,1.5,,2012.0,,2011,,False,,210.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",232,PYRACLOSTROBIN,Pyraclostrobin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 232).
"Onion, bulb",VA 0385,Cyantraniliprole,0.05,,2014.0,,2013,,False,,263.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",58,CYANTRANILIPROLE,"'Cyantraniliprole' הוא שם זהה לרשימת הייחוס (CYANTRANILIPROLE, מזהה 58)."
"Onion, bulb",VA 0385,Dimethomorph,0.6,,2015.0,,2014,,False,,225.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",84,DIMETHOMORPH,"Dimethomorph מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 84), לכן המיפוי ישיר."
"Onion, bulb",VA 0385,Haloxyfop,0.2,,2010.0,,2009,,False,,194.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",149,HALOXYFOP R METHYL,"'Haloxyfop' הוא קיצור של 'HALOXYFOP R METHYL' שמופיע ברשימה (ID 149), לכן בוצעה התאמה."
"Onion, bulb",VA 0385,Spirotetramat,0.4,,2012.0,,2011,,False,,234.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",252,SPIROTETRAMAT,'Spirotetramat' מופיע ברשימת חומרי ההדברה (ID 252) כהתאמה מדויקת.
"Onion, bulb",VA 0385,Malathion,1.0,,2004.0,,1999,,False,,49.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",172,MALATHION,'Malathion' הוא שם מדויק של חומר ההדברה ברשימת הייחוס (ID 172).
"Onion, bulb",VA 0385,Acetamiprid,0.02,,2012.0,,2011,,False,,246.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",7,ACETAMIPRID,השם 'Acetamiprid' מופיע ברשימת הייחוס תחת מזהה 7. זו התאמה מדויקת לשם הכימי.
"Onion, bulb",VA 0385,Pirimicarb,0.1,,2007.0,,2006,,False,,101.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",219,PIRIMICARB,השם 'Pirimicarb' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 219: PIRIMICARB).
"Onion, bulb",VA 0385,Dimethenamid-P,0.01,,2006.0,(LOD),2005,,True,,214.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",82,DIMETHENAMID,"'Dimethenamid-P' הוא איזומר של 'DIMETHENAMID' (ID 82), לכן בוצעה התאמה למרות ההבדל הקטן בשם."
"Onion, bulb",VA 0385,Fluopicolide,1.0,,2010.0,,2009,,False,,235.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",128,FLUOPICOLIDE,"'Fluopicolide' מופיע ברשימת הייחוס (FLUOPICOLIDE, מזהה 128)."
"Onion, bulb",VA 0385,Metconazole,0.05,,2021.0,(LOD),2019,,True,,313.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",,,"'Metconazole' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה מספיק, לכן לא נמצאה התאמה."
"Onion, bulb",VA 0385,Ametoctradin,1.5,,2013.0,,2012,,False,,260.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",14,AMETOCTRADIN,"השם 'Ametoctradin' תואם בדיוק לשם ברשימת הייחוס (ID 14), לכן זו ההתאמה הנכונה."
"Onion, bulb",VA 0385,Flumioxazin,0.02,,2016.0,(LOD),2015,,True,,284.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",126,FLUMIOXAZIN,Flumioxazin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 126).
"Onion, bulb",VA 0385,Maleic Hydrazide,15.0,,,,1998,,False,,102.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",173,MALEIC HYDRAZIDE,'Maleic Hydrazide' מופיע ברשימת הייחוס באנגלית כהתאמה מדויקת ל-MALEIC HYDRAZIDE. לכן זו התאמה חד-משמעית.
"Onion, bulb",VA 0385,Spinosad,0.1,,2012.0,,2011,,False,,203.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",249,SPINOSAD,השם 'Spinosad' מופיע ברשימת הייחוס בדיוק באיות זהה תחת מזהה 249. לכן זו ההתאמה הנכונה.
"Onion, bulb",VA 0385,Dichlobenil,0.01,,2015.0,(LOD),2014,,True,,274.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",,,"'Dichlobenil' אינו מופיע ברשימת חומרי ההדברה, ולכן לא ניתן למפות."
"Onion, bulb",VA 0385,Methiocarb,0.5,,2006.0,,2005,,False,,132.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",187,METHIOCARB,השם 'Methiocarb' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 187: METHIOCARB).
"Onion, bulb",VA 0385,Fenamidone,0.15,,2015.0,,2014,,False,,264.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",104,FENAMIDONE,השם 'Fenamidone' תואם בדיוק לשם באנגלית של קוטל המזיקים ברשימת הייחוס (ID 104: FENAMIDONE).
"Onion, bulb",VA 0385,Pyrimethanil,0.2,,2008.0,,2007,,False,,226.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",237,PYRIMETHANIL,'Pyrimethanil' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 237).
"Onion, bulb",VA 0385,Cycloxydim,3.0,,2013.0,,2012,,False,,179.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",60,CYCLOXYDIM,השם 'Cycloxydim' מופיע ברשימת הייחוס בדיוק באיות זהה תחת מזהה 60. לכן זו ההתאמה הנכונה.
"Onion, bulb",VA 0385,Cyromazine,0.1,,2008.0,,2007,,False,,169.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",70,CYROMAZINE,השם 'Cyromazine' תואם במדויק לשם CYROMAZINE (ID 70) ברשימת הרפרנס.
"Onion, bulb",VA 0385,Penthiopyrad,0.7,,2013.0,,2012,,False,,253.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",213,PENTHIOPYRAD,Penthiopyrad הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 213).
"Onion, bulb",VA 0385,Aldicarb,0.1,,1997.0,,1994,,False,,117.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",,,"Aldicarb אינו מופיע ברשימת חומרי ההדברה, לכן אין התאמה."
"Onion, bulb",VA 0385,Imidacloprid,0.1,,2004.0,,2002,,False,,206.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",157,IMIDACLOPRID,'Imidacloprid' מופיע ברשימת חומרי ההדברה (ID 157) כהתאמה מדויקת.
"Onion, bulb",VA 0385,Pendimethalin,0.05,,2017.0,(LOD),2016,,True,,292.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",211,PENDIMETHALIN,Pendimethalin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 211).
"Onion, bulb",VA 0385,Methomyl,0.2,,1991.0,,2001,,False,,94.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",188,METHOMYL,'Methomyl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 188).
"Onion, bulb",VA 0385,Spinetoram,0.01,,2013.0,(LOD),2012,,True,,233.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",248,SPINETORAM,"Spinetoram הוא שם זהה לרשימה (ID 248), ולכן ההתאמה ישירה וברורה."
"Onion, bulb",VA 0385,Dithiocarbamates,0.5,,2005.0,,2004,,False,,105.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",92,DITHIOCARBAMATES,"'Dithiocarbamates' מופיע ברשימת חומרי ההדברה (ID 92), לכן בוצעה התאמה מדויקת."
"Onion, bulb",VA 0385,Deltamethrin,0.05,,2004.0,,2002,,False,,135.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",72,DELTAMETHRIN,'Deltamethrin' מופיע ברשימת הייחוס (ID 72) כהתאמה מדויקת.
"Onion, bulb",VA 0385,Benalaxyl,0.02,,2010.0,(LOD),2009,,True,,155.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",20,BENALAXYL,השם 'Benalaxyl' תואם בדיוק לחומר ההדברה ברשימה (ID 20: BENALAXYL).
"Onion, bulb",VA 0385,Isocycloseram,0.01,,2024.0,(LOD),2023,,True,,334.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",,,'Isocycloseram' אינו מופיע ברשימת חומרי ההדברה. ייתכן שמדובר בשם מסחרי חדש או חומר שאינו כלול ברשימה.
"Onion, bulb",VA 0385,Valifenalate,0.5,,2021.0,,2019,,False,,318.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",283,VALIFENALATE,"Valifenalate הוא התאמה מדויקת לשם החומר הפעיל ברשימת הרפרנס (VALIFENALATE, מזהה 283)."
"Onion, bulb",VA 0385,Abamectin,0.005,,2016.0,,2015,,False,,177.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",5,ABAMECTIN,השם 'Abamectin' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 5: ABAMECTIN).
"Onion, bulb",VA 0385,Folpet,1.0,,2003.0,,1999,,False,,41.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",139,FOLPET,השם 'Folpet' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 139: FOLPET).
"Onion, bulb",VA 0385,Fluazifop-p-butyl,0.3,,2017.0,,2016,,False,,283.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",118,FLUAZIFOP-P-BUTYL,'Fluazifop-p-butyl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 118).
"Onion, bulb",VA 0385,Acibenzolar-S-methyl,0.15,,2017.0,,2016,,False,,288.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",8,ACIBENZOLAR-S-METHYL,השם 'Acibenzolar-S-methyl' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 8).
"Onion, bulb",VA 0385,Metalaxyl,0.03,,2022.0,[Note: Residue data that was the basis for the estimation: Metalaxyl-M (MM)).],2021,,False,,138.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",183,METALAXYL,השם 'Metalaxyl' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 183: METALAXYL).
"Onion, bulb",VA 0385,Dinotefuran,0.1,,2013.0,,2012,,False,,255.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",88,DINOTEFURAN,השם 'Dinotefuran' תואם בדיוק לשם באנגלית של קוטל חרקים ברשימת הייחוס (ID 88).
"Onion, bulb",VA 0385,Chlorothalonil,1.5,,2016.0,,2015,,False,,81.0,17,ONION,"השם 'Onion, bulb' מתאים לגידול 'בצל' (ID 17) ברשימת הייחוס, מאחר ש'bulb' מתייחס לחלק הפקעת של הבצל, שהוא השימוש הנפוץ במונח באנגלית.",45,CHLOROTHALONIL,Chlorothalonil הוא התאמה מדויקת לשם ברשימת חומרי ההדברה (ID 45).
